0,470,0.09
1,33497,0.05
2,7531,0.21
2,16990,0.01
2,23717,0.2
2,24412,0.51
2,30810,0.21
2,43660,2.21
2,45999,0.46
2,54867,0.18
2,57168,0.07
3,56125,0.18
4,5237,0.04
4,25800,0.07999999999999999
4,33488,0.08
5,35490,0.04
6,10677,2.17
6,21064,0.4400000000000001
6,37170,2.21
6,41093,0.76
7,29652,0.23999999999999996
7,51114,0.86
8,39341,0.15
9,46470,0.02
10,30686,0.0
11,20718,0.02
12,3180,0.19
12,6095,0.01
12,32434,0.15
12,57526,0.1
13,42817,0.01
14,29419,0.09
14,30792,0.02
14,37961,0.03
14,47899,0.08
15,14010,0.15
15,14010,0.17
16,10972,0.21
16,18011,0.07
16,18011,0.4200000000000002
16,55854,0.04
17,17,0.0
17,2787,0.07
17,4721,0.18
17,5385,0.12
17,13029,0.01
17,38582,0.46
17,49795,0.12
18,4895,7.8
18,19580,0.03
18,22208,0.1
18,27414,0.04
19,4410,0.08
20,776,0.06
20,1972,0.22
20,11143,0.19
20,11260,0.05
20,35994,0.03
21,18072,0.0
22,1880,0.06
22,16145,0.16999999999999998
22,32257,0.02
22,52786,0.37
23,2203,0.28
23,6782,0.17
23,13668,0.02
23,22578,0.02
23,33991,0.6
23,42178,0.54
23,44286,0.09
23,50238,0.4
23,53607,0.08
24,35365,0.05
25,3683,0.02
26,2106,0.02
27,8001,0.03
27,11100,0.01
27,22903,0.18000000000000002
27,45539,0.01
27,53544,0.19000000000000003
28,13687,0.01
28,21202,0.03
28,30163,0.86
28,31108,0.03
28,48827,0.01
29,46828,0.01
30,40942,0.02
31,39437,0.19
32,49088,0.02
33,7408,0.34
33,21023,0.06
33,26014,0.12999999999999998
33,29741,0.06
33,40360,0.09
33,56675,0.21999999999999997
34,2987,0.51
34,15793,0.47000000000000003
34,16861,0.09
34,46548,0.08
35,4891,0.24
36,2253,0.01
36,6502,0.22
36,38642,0.01
36,40720,0.74
37,5766,0.13
37,35689,0.18
37,49500,0.01
37,56804,0.05
38,33999,0.09
39,46440,0.02
40,467,0.30000000000000004
40,17751,0.18
40,48674,0.3800000000000001
40,57833,0.02
41,9995,0.73
41,12477,0.02
41,17054,0.03
41,20067,0.01
41,20896,0.04
41,30672,0.03
42,51740,0.02
43,11766,0.03
44,11387,0.0
45,49123,0.06
46,6195,0.07
46,12437,0.13
46,16345,0.24000000000000002
46,20450,0.04
46,24075,0.04
47,48239,0.03
48,13680,0.03
49,1249,0.01
49,1784,0.01
49,3352,0.01
49,25095,0.03
49,26302,0.02
49,51801,0.04
49,52478,0.01
50,4817,0.01
50,22160,0.23
50,28698,0.02
51,46643,0.35
52,43030,0.07
53,18646,0.060000000000000005
53,46350,0.15
53,48792,0.04
53,51862,0.05
53,53614,0.02
54,13075,0.01
54,29892,0.0
54,34241,0.05
54,42612,0.01
54,43124,0.0
54,46174,0.01
54,51459,0.8800000000000001
55,9604,0.59
55,21841,0.02
55,24348,0.19
55,37681,0.04
56,12632,0.02
56,29696,0.06
56,43281,0.26
56,54309,0.04
56,57979,1.01
57,57,0.0
57,14631,0.49000000000000005
57,24138,1.58
57,31456,0.11000000000000001
57,46693,0.03
57,55323,0.14
58,19631,0.44
58,30837,0.12
58,37424,0.26
58,41370,0.22
58,52843,0.04
59,2204,0.02
59,22965,0.01
59,23135,0.05
59,23861,0.05
59,36495,0.21
59,46515,0.07
60,60,0.0
60,15240,0.01
60,50543,0.07
60,51386,0.16
61,31248,0.07
61,41190,0.05
61,42518,0.9
61,42518,0.9100000000000004
61,49612,0.05
62,42919,0.02
63,16241,0.62
63,30507,0.15
63,36251,0.26
64,29319,0.28
65,5507,0.02
65,7826,0.43
65,9300,0.4
65,43295,0.06999999999999999
65,46288,0.07
66,10570,0.02
67,8834,0.08
67,11531,0.1
67,26292,0.01
67,48921,0.10999999999999999
68,234,0.02
68,9768,0.13
68,30141,0.13
68,31082,0.15
68,33676,0.08
68,55078,0.53
69,11401,0.13
69,13408,0.36
69,14213,0.26
69,34081,0.01
69,35004,0.25
69,56798,0.01
70,5640,0.04
71,22580,0.01
71,23927,0.2
71,25996,0.05
71,28017,0.13
71,41656,0.33
72,4407,0.02
72,40341,0.33
72,45786,0.02
72,50736,0.01
72,54809,0.11
72,55767,0.14
73,39742,0.1
74,6040,0.13
74,17755,0.02
74,26553,0.04
74,26553,0.05
74,42231,0.05
74,58045,0.01
75,3081,0.07
76,76,0.0
76,7078,1.86
76,14763,1.72
76,22226,0.14
76,46005,3.26
76,46759,0.01
76,56741,0.11
77,20267,0.0
78,25227,0.04
79,7508,0.02
79,18615,0.76
79,20043,0.04
79,28877,0.03
79,39828,0.02
80,6979,0.01
80,25708,0.1
80,33696,0.2
80,40072,0.29
80,42915,0.22
80,52739,0.18
80,57082,0.3
81,81,0.0
81,13384,0.11000000000000001
81,37629,0.29999999999999993
81,44828,0.08
82,8988,0.01
83,1748,0.1
83,9661,0.24000000000000002
83,40615,0.03
83,56144,0.02
84,84,0.0
84,6470,0.43999999999999995
84,19685,0.02
84,31442,0.16999999999999998
84,41724,0.02
84,52672,0.02
85,4304,0.05
86,4365,0.04
87,2982,0.04
87,13917,0.1
87,19539,0.07
87,28846,0.07
87,44225,0.17
88,20561,0.02
89,56611,0.01
90,43436,0.01
91,15863,0.02
92,12023,0.01
93,93,0.0
93,1432,0.02
93,6519,0.08
93,15843,0.03
93,41110,0.19
94,40971,0.01
95,56108,0.07
96,50969,0.12
97,9913,0.14
97,25963,0.29
97,38759,0.09
97,47375,0.07
97,55800,0.1
98,98,0.0
98,9910,0.35000000000000003
98,13900,0.03
98,14132,1.18
98,16544,0.14
98,19705,0.75
98,42199,0.36
98,56982,0.02
99,12145,0.49
99,14526,0.02
99,21274,0.03
99,27567,1.0
99,28426,0.01
99,55828,0.01
100,12902,0.01
101,5635,0.15
101,5985,0.04
101,11237,0.01
101,17184,0.05
101,27622,0.15
101,34281,0.07
102,26310,0.05
102,29129,0.01
102,30382,0.03
102,33402,0.23
102,35874,2.08
102,47947,0.2
102,52609,0.22
102,55341,2.07
103,9405,0.15
104,6646,0.01
105,36541,0.14
106,1161,0.01
106,11121,0.15
106,27685,0.15
106,33360,0.08
106,35069,0.1
106,49301,0.23
107,33421,0.07
107,34049,0.06
107,41084,0.03
107,42951,0.11
108,26104,0.01
109,52633,0.01
110,34542,0.0
111,1095,0.060000000000000005
111,5886,0.10999999999999999
111,30453,0.01
111,41718,0.01
111,46689,0.18
112,21722,0.01
113,23125,0.03
113,29277,0.13
113,30903,0.05
113,34163,0.04
113,48110,0.8200000000000001
114,27372,0.1
115,18538,0.35000000000000014
115,23349,1.1400000000000001
115,33442,0.16
115,55225,0.03
116,35138,0.19999999999999998
117,530,0.2
117,8437,0.01
117,12312,0.21000000000000002
117,16748,0.05
117,18068,0.06
117,28713,1.0
118,7073,0.04
119,15952,0.02
120,36547,0.02
121,52577,0.13
122,38795,0.02
123,15108,0.43
123,16757,0.16999999999999998
123,33653,0.09
123,41855,0.01
124,5197,0.05
124,7490,0.01
124,16892,0.16
124,49571,0.12
124,57716,0.17
125,25321,0.16999999999999998
125,34954,0.16999999999999998
125,49201,0.05
126,15641,0.01
126,24138,0.42
126,43436,0.01
126,45676,0.01
126,56217,0.5300000000000001
126,57629,0.53
127,11390,0.2700000000000001
127,15263,0.31
127,15263,0.32
127,24858,0.01
127,39389,0.01
127,42483,0.01
128,7414,0.03
129,3066,0.21000000000000005
129,4702,0.09
129,4702,0.09000000000000001
129,17004,0.04
129,36793,0.0
130,56425,0.04
131,44371,0.0
132,5718,0.03
132,8473,0.04
132,22384,0.01
132,29003,0.01
132,30749,0.18
132,57972,0.28
133,3419,0.02
133,28907,0.07
133,33908,0.16
133,35720,0.02
134,22678,0.01
134,24358,0.01
134,34831,0.02
134,45245,0.23
134,53832,0.02
134,56125,0.13
135,28203,0.02
136,9678,0.03
136,32354,0.01
136,37050,0.03
136,45448,0.01
137,51532,0.06
138,39453,0.35
139,3206,0.03
140,50636,0.09
141,25315,0.32
141,35597,0.08
141,38643,0.27
141,42144,0.01
142,10083,0.04
142,18617,0.07
142,27177,0.01
142,47680,0.01
142,50429,0.04
143,15537,0.01
143,23937,0.1
143,27384,0.15
144,3974,0.11
145,12873,0.04
145,22546,0.26000000000000006
145,28835,0.0
146,1227,0.12
146,6108,0.03
146,18667,0.57
146,42669,0.13
147,27559,0.01
148,24354,0.03
148,24930,0.02
148,39822,0.18999999999999997
148,45062,0.02
149,26421,0.13
149,35568,0.01
149,36716,0.15
149,44636,0.12
150,40878,0.19
151,38432,0.02
152,45658,0.21
153,7029,0.03
153,17997,0.01
153,21594,0.7400000000000001
153,23349,0.68
153,32500,1.08
153,36327,0.01
154,19518,0.01
155,20206,0.05
156,7391,0.15
156,9475,0.15
156,26638,0.01
156,30698,0.0
156,42909,0.15
156,44334,0.22
157,55555,0.03
158,45322,0.02
159,4683,0.03
159,10871,0.02
159,37972,0.01
159,41717,0.09999999999999999
160,5570,3.31
160,5570,3.5500000000000003
160,22327,0.07
160,27374,0.17
160,31233,1.76
160,33643,0.86
160,40492,1.12
160,43861,0.11
160,47265,0.12
160,51666,3.5
161,2104,0.02
162,9284,0.1
162,27992,0.04
162,28230,0.060000000000000005
162,30750,0.02
162,43612,1.25
163,22333,0.37
163,29763,0.02
163,30526,0.23
163,45139,0.11
163,46449,0.01
163,57181,0.01
164,19532,0.14
164,20034,0.09
164,23623,0.26
164,27239,0.2
164,31853,0.19
164,35461,0.14
164,38952,0.1
164,42908,0.14
164,45724,0.13
165,8214,0.16
165,19032,0.16
165,19934,0.25
