v00000,113.769420022703,22.7320479831823
v00001,113.769527021359,22.7317309860927
v00002,113.769916006182,22.7318760076623
v00003,113.770008004104,22.7330630038995
v00004,113.770088013282,22.7330859944981
v00005,113.770156006083,22.7326410056197
v00006,113.770679006673,22.7362780085772
v00007,113.770701997272,22.736306012579
v00008,113.770767009663,22.7362039917976
v00009,113.770801002116,22.7362449951197
v00010,113.770950022565,22.7334089839861
v00011,113.770973013164,22.7333679806641
v00012,113.771053022342,22.7334450094331
v00013,113.771076012941,22.73340698652
v00014,113.771186023586,22.7329560052431
v00015,113.771263020775,22.7334700014454
v00016,113.771293022243,22.7329869896539
v00017,113.771522016342,22.7370529978129
v00018,113.771616994674,22.7370660010808
v00019,113.772377018704,22.7371350044571
v00020,113.772434005702,22.7369969937569
v00021,113.772434005702,22.7371269830119
v00022,113.772434005702,22.7372360107151
v00023,113.772441012624,22.7365500074123
v00024,113.772460008291,22.7374019938366
v00025,113.772482998889,22.7373329865127
v00026,113.772544016348,22.7369969937569
v00027,113.772563012015,22.7365650081463
v00028,113.773185017449,22.7366409908114
v00029,113.774005004939,22.7381749856062
v00030,113.774027999486,22.7381649943278
v00031,113.774115998528,22.7375420020029
v00032,113.774139024655,22.7375490128723
v00033,113.775015999144,22.7220109960229
v00034,113.775417004291,22.7369109882329
v00035,113.77546999241,22.7437669947478
v00036,113.775486007668,22.7460409994352
v00037,113.775489019657,22.7368319935782
v00038,113.775554000468,22.7367609887882
v00039,113.775707011902,22.7369519955025
v00040,113.775722012636,22.73685999758
v00041,113.776007993734,22.7218680074476
v00042,113.776007993734,22.7219620028362
v00043,113.77622601756,22.7163829930149
v00044,113.77705000393,22.7304360082562
v00045,113.77734299195,22.6864599946812
v00046,113.777355012275,22.6865519926037
v00047,113.777435021453,22.6827519869338
v00048,113.778506997589,22.7091349857405
v00049,113.778521998323,22.7105339818246
v00050,113.778613996245,22.711858988762
v00051,113.778639998833,22.7105230076034
v00052,113.778724006891,22.7118529963635
v00053,113.778789019283,22.713986988937
v00054,113.778816004814,22.7142999910942
v00055,113.778831005548,22.7145359960629
v00056,113.778838995412,22.7132369917136
v00057,113.778881013258,22.7150369889974
v00058,113.778900012872,22.7139949827492
v00059,113.77892601546,22.7142949816386
v00060,113.778949006058,22.7145289891411
v00061,113.778968001725,22.7160900010473
v00062,113.778990992323,22.7150320111223
v00063,113.779026003247,22.7079750105622
v00064,113.779106016372,22.7079680036405
v00065,113.779247007482,22.7181249887765
v00066,113.77927700895,22.6778030079396
v00067,113.779318995214,22.7203069915939
v00068,113.779338022461,22.6778899924589
v00069,113.779346016273,22.7140149929388
v00070,113.779399004392,22.6810379912264
v00071,113.779411024717,22.6777849952162
v00072,113.779421998939,22.6862949945026
v00073,113.779426025451,22.7216929844101
v00074,113.779430020384,22.7203019821382
v00075,113.779438014196,22.7217890088454
v00076,113.779445021118,22.6863860094822
v00077,113.779453010982,22.7133390085473
v00078,113.779498996127,22.7105029974138
v00079,113.779509997981,22.6778800051281
v00080,113.779509997981,22.6810329817707
v00081,113.779533024108,22.6825609802194
v00082,113.779541013973,22.7216880065349
v00083,113.779552019774,22.7010859905899
v00084,113.779552019774,22.7217890088454
v00085,113.779560009639,22.6862159998479
v00086,113.779579005305,22.6864240008148
v00087,113.779613001705,22.7240430033432
v00088,113.779616996638,22.6835129899589
v00089,113.779644017697,22.6825509928887
v00090,113.779670020285,22.7245790072012
v00091,113.779723995294,22.7240379938875
v00092,113.779727007284,22.6835069975604
v00093,113.779753996762,22.7145289891411
v00094,113.779777018941,22.7245720002794
v00095,113.779823000138,22.6727249910528
v00096,113.779826999018,22.6859129850215
v00097,113.77983400594,22.6859949956132
v00098,113.779853001606,22.6862619810451
v00099,113.779856996539,22.6862619810451
v00100,113.779861023052,22.6863069832471
v00101,113.779865021931,22.6863529960248
v00102,113.779895019452,22.686737002972
v00103,113.779933010784,22.6858729962227
v00104,113.779941004597,22.727547005056
v00105,113.779944999529,22.68598998221
v00106,113.779956001383,22.7277179976332
v00107,113.779968021708,22.6862539911805
v00108,113.77997201664,22.6862539911805
v00109,113.779975000997,22.6863000039582
v00110,113.779978995929,22.686345989103
v00111,113.780010007973,22.6867350055058
v00112,113.780047999305,22.7275419956004
v00113,113.780063000039,22.6860280090706
v00114,113.780063000039,22.7277100077686
v00115,113.780105021832,22.6865469831481
v00116,113.780166003764,22.7180259799847
v00117,113.780169998696,22.6824849975543
v00118,113.780254006754,22.6905619967067
v00119,113.780261996618,22.7299529964647
v00120,113.78032301013,22.6863249959705
v00121,113.780338010864,22.6915059810535
v00122,113.780338010864,22.7276209902551
v00123,113.7803640174,22.6905569872511
v00124,113.7803640174,22.7326459834949
v00125,113.780372007264,22.6862289991682
v00126,113.780383996009,22.7374090007584
v00127,113.780387007998,22.737506012084
v00128,113.78044802151,22.6915010031783
v00129,113.780452016442,22.7336789853551
v00130,113.780464005187,22.7373920025582
v00131,113.780475010988,22.7326410056197
v00132,113.780559015099,22.7336299882209
v00133,113.780567004963,22.7337289970127
v00134,113.78058600063,22.6947079864108
v00135,113.78058999951,22.7339809817106
v00136,113.780601001364,22.7341209938246
v00137,113.780608995176,22.7300189878515
v00138,113.780670008688,22.737742996048
v00139,113.780677015609,22.7216719912776
v00140,113.780685009422,22.7217639892001
v00141,113.780689004354,22.6958929851819
v00142,113.780692999286,22.7041580066922
v00143,113.780696011276,22.6947030085357
v00144,113.780719005822,22.7366570060688
v00145,113.780754016745,22.7372060092471
v00146,113.7807650186,22.7339230117689
v00147,113.780769013532,22.7375490128723
v00148,113.780776024401,22.7374549859031
v00149,113.780780019334,22.737502996147
v00150,113.780784014266,22.7375519932813
v00151,113.780788009198,22.7374579978926
v00152,113.780799015,22.6958849913697
v00153,113.780822005598,22.7078069983941
v00154,113.780822005598,22.7380579956714
v00155,113.780829999411,22.7366519926656
v00156,113.780857016522,22.7369870064261
v00157,113.780878992597,22.7375669940152
v00158,113.78088701799,22.7370689814897
v00159,113.78088701799,22.7374729986266
v00160,113.780891012922,22.7375210088705
v00161,113.780895007855,22.7375700060047
v00162,113.780917998453,22.7378040135073
v00163,113.780929004255,22.7391900023759
v00164,113.780960020246,22.6993510056976
v00165,113.78097502098,22.7077540063275
v00166,113.78097502098,22.7078380143854
v00167,113.78097502098,22.7397189993122
v00168,113.780981996321,22.7337850010687
v00169,113.781002006511,22.6998169877085
v00170,113.781005018501,22.7374879993606
v00171,113.781036002911,22.7040919797773
v00172,113.781039997844,22.7391840099774
v00173,113.781069999312,22.6993459922944
v00174,113.781084996098,22.7377200054494
v00175,113.781084996098,22.7397110094476
v00176,113.781116012089,22.6998140072995
v00177,113.781161997234,22.7014999950575
v00178,113.781169004156,22.7042109987587
v00179,113.781230017668,22.7427299979552
v00180,113.781269023523,22.7014949856019
v00181,113.781284024257,22.7043159960015
v00182,113.781318020658,22.6998120058858
v00183,113.781318020658,22.7437039837699
v00184,113.781341011256,22.7427249884996
v00185,113.781360006923,22.7039209872001
v00186,113.781368000735,22.7040969931805
v00187,113.781368000735,22.7077110055393
v00188,113.781371995667,22.7040969931805
v00189,113.781375007657,22.7041430059582
v00190,113.781375007657,22.7077999875247
v00191,113.781379002589,22.7041880081601
v00192,113.781382997521,22.7516330125244
v00193,113.781416993922,22.7046109854352
v00194,113.781416993922,22.751742008647
v00195,113.781425019314,22.7436880000931
v00196,113.781440020048,22.7376329854021
v00197,113.781452004845,22.7037210076783
v00198,113.781455999777,22.7037640124141
v00199,113.781471000511,22.7516200092565
v00200,113.781482006313,22.7040870019021
v00201,113.781486001245,22.7041249932347
v00202,113.781489996178,22.7041779853013
v00203,113.781504996912,22.7078380143854
v00204,113.781517017237,22.7044300055273
v00205,113.781524024159,22.7516459842117
